2011/4/14,1645,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",55,F,200,KNIFE WITH BLADE 6INCHES OR LESS,800 S  CECILIA                      ST,"(33.9564, -118.1586)"
2011/4/14,1615,"REPLICA FIREARMS(SALE,DISPLAY,MANUFACTURE OR DISTRIBUTE)0132",45,M,112,TOY GUN,800 S  CECILIA                      ST,"(33.9564, -118.1586)"
2011/4/14,1100,THEFT PLAIN - PETTY ($950 & UNDER),64,F,,,1ST                          ST,"(34.0544, -118.2466)"
2011/4/14,1910,ROBBERY,32,F,204,FOLDING KNIFE,6TH                          ST,"(34.0423, -118.2452)"
2011/4/14,1850,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",50,M,308,STICK,5TH                          ST,"(34.0449, -118.2458)"
2011/4/14,2030,BURGLARY FROM VEHICLE,29,F,,,200 E  7TH                          ST,"(34.0433, -118.2504)"
2011/5/14,700,INTIMATE PARTNER - SIMPLE ASSAULT,58,F,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",500 S  SAN PEDRO                    ST,"(34.0442, -118.2439)"
2011/3/14,1630,VANDALISM - MISDEAMEANOR ($399 OR UNDER),44,F,,,500 S  SPRING                       ST,"(34.0474, -118.2496)"
2011/4/14,1840,THEFT PLAIN - PETTY ($950 & UNDER),49,M,,,200 E  6TH                          ST,"(34.0446, -118.249)"
2011/1/14,530,BATTERY - SIMPLE ASSAULT,54,M,308,STICK,500 S  MAIN                         ST,"(34.0467, -118.2485)"
2011/3/14,2100,VANDALISM - MISDEAMEANOR ($399 OR UNDER),67,F,,,600 S  CENTRAL                      AV,"(34.039, -118.24)"
2011/4/14,1200,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",49,M,,,700 S  BROADWAY,"(34.0452, -118.2534)"
2011/3/14,1800,"BUNCO, PETTY THEFT",48,M,,,300 E  8TH                          ST,"(34.0413, -118.2517)"
2011/5/14,1340,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",13,M,,,OLIVE,"(34.0423, -118.2595)"
2011/5/14,1155,THEFT PLAIN - PETTY ($950 & UNDER),35,M,,,1600    INDUSTRIAL                   ST,"(34.036, -118.2371)"
2011/5/14,1105,BRANDISH WEAPON,32,F,204,FOLDING KNIFE,600    SAN JULIAN                   ST,"(34.0428, -118.2461)"
2011/5/14,1105,BATTERY - SIMPLE ASSAULT,55,F,204,FOLDING KNIFE,600    SAN JULIAN                   ST,"(34.0428, -118.2461)"
2011/5/14,1600,BIKE - STOLEN,63,M,,,400 E  7TH                          ST,"(34.0419, -118.2485)"
2011/4/14,2100,BIKE - STOLEN,31,M,,,900 W  8TH                          ST,"(34.0479, -118.2612)"
2011/2/14,2200,BATTERY - SIMPLE ASSAULT,52,F,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",100 E  3RD                          ST,"(34.0496, -118.2458)"
2011/5/14,1815,BIKE - STOLEN,32,M,,,600 W  5TH                          ST,"(34.0502, -118.254)"
2011/5/14,1827,BATTERY - SIMPLE ASSAULT,41,M,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",600 W  7TH                          ST,"(34.0473, -118.2566)"
2011/4/14,545,TRESPASSING,46,F,,,1800 S  MAIN                         ST,"(34.0317, -118.2641)"
2011/5/14,1350,CRIMINAL THREATS - NO WEAPON DISPLAYED,60,F,511,VERBAL THREAT,500 S  SAN PEDRO                    ST,"(34.0442, -118.2439)"
2011/5/14,2159,VIOLATION OF COURT ORDER,25,F,,,1500 S  HOPE                         ST,"(34.0371, -118.2672)"
2011/6/14,150,ROBBERY,38,M,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",500 S  SPRING                       ST,"(34.0474, -118.2496)"
2011/5/14,2250,ROBBERY,22,M,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",VENICE,"(34.0381, -118.2716)"
2011/5/14,2200,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,M,,,1700    STADIUM                      WY,"(34.067, -118.2408)"
2011/3/14,1200,THEFT PLAIN - PETTY ($950 & UNDER),54,M,,,6TH                          ST,"(34.0417, -118.2443)"
2011/4/14,1630,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),30,M,,,400    CASANOVA                     ST,"(34.0713, -118.2291)"
2011/6/14,1210,BATTERY - SIMPLE ASSAULT,69,M,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",800    MAPLE                        AV,"(34.0408, -118.2511)"
2011/6/14,1425,VANDALISM - MISDEAMEANOR ($399 OR UNDER),28,F,,,1300 S  HOPE                         ST,"(34.0395, -118.2656)"
2011/6/14,1520,BRANDISH WEAPON,40,M,204,FOLDING KNIFE,400 W  PICO                         BL,"(34.0389, -118.2643)"
2011/6/14,1500,INTIMATE PARTNER - SIMPLE ASSAULT,31,F,500,UNKNOWN WEAPON/OTHER WEAPON,200    BLOOM                        ST,"(34.0643, -118.2299)"
2011/6/14,1305,BATTERY - SIMPLE ASSAULT,59,F,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",500 S  SAN PEDRO                    ST,"(34.0442, -118.2439)"
